labels	weights
doesnt	-0.46949195384269204
long	-0.04108815304346484
part	0.05181495278143849
set	0.16634552046892565
last	-0.2062869513249344
differ	0.03856908968051109
bore	-1.776777016137112
help	0.3637647689214798
must	0.46166539219523794
game	0.041410623130309944
classic	0.456846097798394
noth	-0.8181455909495124
novel	-0.18840738437962226
keep	0.33967580989720997
listen	0.0997135658333496
order	-0.07376766677601296
problem	-0.054821768813104084
excel	1.576055168056317
anyon	0.1557148812821247
expect	-0.2059803651835845
actual	-0.00860954832991803
page	-0.2511784044696098
live	0.1444304770861155
real	-0.07019958122980262
seri	0.11169038542877979
written	-0.02862517612199556
price	0.3102860184714681
origin	0.010042363270463832
howev	-0.23401331636172196
sinc	0.11904554193098839
hard	-0.14131366503621096
plot	-0.33754671164755995
right	0.1449798979346794
hope	-0.24922739576106934
enough	-0.2753031739330421
nice	0.30062108529247905
fun	0.5804649967579184
without	0.19942336053377757
though	0.20703465756892453
world	0.43596081378085316
easi	0.8734666465805633
amazon	-0.11416208914747375
us	0.22865014571124861
big	0.0
kid	0.0
far	0.049965042126347975
person	0.12301406933802295
sure	-0.13641571704784278
favorit	0.8612333999505404
month	-0.3640374685672417
turn	-0.03832465476749876
alway	0.3385737634030069
complet	-0.3754281821143265
may	0.0005234048298013065
believ	-0.07382429032458238
pretti	0.0
understand	0.09373820498363768
seen	0.14029270251863396
quit	0.0
around	0.0
bit	0.35635659958491406
cover	0.02071066995526145
man	0.03170221718439005
pictur	0.0
edit	-0.26417856453065536
return	-1.1634938562726889
point	-0.15903022906326847
almost	-0.05313189102865962
scene	-0.17342671756071706
tell	0.18876042091592055
worst	-1.9529460261999119
beauti	0.8043469146008864
said	-0.24473232842905904
word	0.02623256535771364
video	0.006066708609388227
reader	0.08262195746461022
fact	-0.03746147959404207
act	-0.22378871190462812
away	-0.11021543434675696
wait	0.0
let	-0.45482860783780127
friend	0.15355260257430528
place	0.005963758781979507
amaz	1.1820352866779669
anyth	-0.19507407517351796
learn	0.25884725354736793
chang	0.010542734609153103
whole	0.0
happen	-0.22271989061735015
reason	0.028147728848361014
second	0.0
done	0.0
yet	0.19899763074366397
came	0.020637797820823398
receiv	-0.26810839370488804
record	0.0
inform	-0.14180540617376045
next	0.20396716337466106
poor	-1.7866536290605355
call	-0.049810918540000935
track	0.11594384788635764
idea	-0.4506702518203969
true	0.08856672176763432
fit	0.0
instead	-0.763187757123637
definit	0.5377299924277912
action	0.39551003181707345
piec	0.010312895673337338
pleas	-0.052530797327603955
onc	0.39644201204270224
mean	-0.11551406332131404
item	-0.3095240866636427
miss	-0.329436418311944
small	-0.08889162875227322
perfect	1.4117181023126333
band	0.0
everyth	0.12508953810688034
famili	0.5613857831410123
minut	-0.37667620363673965
babi	0.0
releas	-0.027184751970078403
isnt	-0.26657368603673715
wrong	-0.5164195243141644
highli	1.1813684474241146
wish	0.02047819195106456
mayb	-0.6302719274770876
son	0.04976694103917815
save	-0.3159149941067863
couldnt	-0.14019584765864418
copi	-0.10556037909769196
funni	0.33319187154121854
guy	0.0
high	-0.2571053630463247
style	-0.0801225743070201
size	0.01955453652071624
line	-0.11397335535114936
heard	0.07113444847893895
wont	0.0
probabl	-0.03442202966261929
might	-0.18786552260251246
less	0.009331965411043162
histori	0.3051733538889242
full	0.06131884311970051
sever	-0.12029265245008253
voic	-0.21308317327241563
power	0.30981384035547643
wasnt	-0.37487172499676297
job	0.5172067905966399
case	0.1273148734551346
includ	0.32738813495705427
three	-0.008781545275118787
least	-0.49637034286688425
someon	-0.0723304318035433
hear	0.0
kind	-0.17053675685960382
children	-0.1521252484441683
name	-0.12529671181695107
care	-0.17912963246285257
run	-0.07834518702392311
final	0.2652730292756732
everyon	0.5027410137229826
finish	-0.0461041595387739
move	0.0
diaper	-0.11026987258151594
collect	0.15711143746905507
short	-0.10070136108220674
begin	0.06287197676950339
ago	0.24712648798607573
stop	-0.3461468663049455
perform	0.07326416873746408
hour	-0.013087697556154035
terribl	-1.1963226425240225
absolut	0.1979536093712739
effect	-0.12694173166031733
els	-0.3118927653092997
follow	0.06571181239808521
total	-0.28674229847330635
light	0.1741952222600576
abl	0.10803195451386768
togeth	0.34520823371354786
gener	-0.12011585692495168
saw	0.019294200088120793
went	-0.3092482837778203
special	0.0
week	0.004147796636308693
especi	0.26316674391357137
happi	0.49186854922718337
pick	0.0
young	0.03436872951823785
fine	0.17907752564720233
horribl	-1.743696578331043
alreadi	-0.12816987898608748
although	0.17159994453910912
replac	0.0
school	0.12827652632823722
open	0.0
experi	0.23756887091238033
entertain	0.2822809251855085
top	0.1839437026247488
night	0.32158639806909955
took	-0.13262669503564933
gave	-0.17460982158075303
coffe	-0.07396836520246626
hold	0.0
mind	0.0
rock	0.25000580227587965
toy	-0.027244173980822527
detail	0.2707227026701044
box	-0.25892276039369994
rather	-0.31935906007582454
becom	0.23337807372917563
awesom	1.4760565164122037
girl	0.046634008582884065
rate	-0.1602256223938649
stuff	0.0
titl	-0.29217099614595576
boy	0.0
age	0.23711972271260687
thank	0.6453221243650802
talk	-0.4436746522982184
gift	0.35397442331941853
american	0.010075798291962947
simpli	-0.08617324170004197
home	0.020791497215091177
excit	0.0004904725490486997
hand	0.04738643573950614
half	-0.3783069197530536
id	0.01996100834558375
stay	-0.0930753679373976
10	0.0
coupl	0.19097726419634806
base	-0.28994327993068614
truli	0.33382491731135594
daughter	0.04099330903491838
leav	0.0
player	-0.17972992812104077
fall	-0.31414989242024105
batteri	-0.03571360932225617
left	-0.7050562456545654
war	-0.09197224875954708
chapter	-0.32548765655219486
featur	0.0709544194795981
side	-0.15364632918209778
youll	0.25195299166424046
entir	-0.2212862135644606
lack	-0.9173176196349959
ship	-0.17887045917247907
child	-0.21478170229492768
clay	0.0
rest	-0.04388470423342669
ok	-0.771300653707174
water	-0.11433088513966443
unit	-0.07091209917573749
women	0.0
today	0.43485279758729534
extrem	-0.1964855695330648
close	-0.12164016538809833
either	-0.39121757303400423
store	0.33639547046697416
hate	-0.6575074405490942
basic	-0.3123483949379248
class	0.03256332937038228
color	0.0
print	-0.1698259197606646
guess	-0.36898501249618165
decid	0.01678410336198687
along	0.031855876557997716
deal	0.3126448527377362
goe	0.0
felt	-0.09805591493820198
descript	-0.09501386347005794
present	0.0
dure	-0.10222719170715786
cours	0.0
sing	-0.13758054883542
view	0.0
christma	0.0
wouldnt	-0.401650197717132
writer	-0.1599755803201284
overal	0.19960770395356753
ill	-0.16728000398172443
sens	-0.04091928279966259
cannot	-0.5617210777589039
tv	-0.10124212177248398
lost	-0.3741221920340194
surpris	0.682825066241603
actor	0.0
mr	-0.2848774768284952
type	-0.12215757672879111
cut	0.0
main	0.0
support	-0.27992497210736594
check	-0.1769919451141224
rememb	0.5777364281717189
usual	0.0
cheap	-0.4154651047933704
past	0.10211318396800025
exampl	-0.32943734185271734
except	0.0
god	0.0
simpl	0.5118971518405528
fast	0.47705035369694626
english	0.0
human	0.12694180523934293
woman	-0.048600810800408914
etc	-0.11307889036307518
suppos	-0.27875031755839913
materi	-0.32298466563358325
hit	0.0
list	-0.08348574548866415
compani	-0.21364101369239338
dri	-0.06312477082233696
singl	-0.25145075885816237
add	0.3971865777616542
number	0.0
design	-0.356182573893124
describ	0.10980825959898721
difficult	-0.6081894008632759
fiction	0.13224918144160824
head	0.05555347990203632
hous	0.0
consid	-0.30480847587892673
servic	0.02771935194266325
bring	0.313066075358434
provid	0.12328455358976952
pay	-0.4164443261744225
issu	0.13800935268878145
heart	0.3565806994350894
creat	0.0
develop	0.0
adventur	0.43956926784161415
die	-0.2854644183440988
easili	0.21615600334041404
opinion	0.0
import	0.31564997333378236
havent	0.2366196411547222
imagin	0.06271350355069336
appear	-0.2695133419736585
suggest	-0.07717727909239801
unfortun	-1.2641715830856428
told	-0.22548415701187796
ye	0.0
slow	-0.3601781470133147
impress	-0.025999909610518453
aw	-1.5640919791223793
given	0.061175134236993264
question	0.24547022103793317
languag	-0.145765274952227
matter	0.0
comput	-0.2434810725324953
face	0.0
often	0.0
king	0.0
spend	-0.0849906968680796
continu	0.08115436911933067
arriv	0.0
huge	-0.1902603163863428
cool	0.4909209593610563
extra	0.2686806648056099
black	0.0
kept	0.07751690009780787
disc	0.0
john	0.18203172784505975
tale	0.20591980726954534
hot	0.21769558533528596
ask	0.48133391110589524
fantasi	0.0
stand	0.0
figur	0.0
sometim	0.22020972676547257
laugh	0.6507447034421354
state	-0.4046125410291869
later	0.17995782195744597
free	0.0
stupid	-0.9813904043525778
packag	0.020586095719591625
men	0.0
car	0.08462758909534848
compar	0.0
offer	0.0
dark	0.0
talent	0.0
anim	0.025195852440830478
note	0.04549211034098516
incred	0.39444970690470643
level	0.1532790145674923
mention	-0.2963695050407894
recent	0.0016943215271117366
possibl	0.2420472993530858
realiz	0.05227584943479426
publish	-0.4783149695202582
fantast	1.4762431930075122
agre	0.0
touch	0.2823962713600434
valu	0.12442533204615552
refer	0.04422724190635234
forward	0.0
pamper	-0.08069648173085822
break	-0.03822064570848913
direct	0.03436581965708108
text	0.07296634554942656
connect	-0.08205618830809569
phone	0.0
cost	0.0
machin	-0.2662286174787636
glad	0.5849812086118121
pop	0.12118784287060849
kill	-0.11857452622224389
greatest	0.18341424520599256
brand	0.12711366152606382
four	0.02157465682051148
12	-0.17197630396082672
20	0.20702456553123105
clear	0.0
sit	0.0
system	0.0
within	0.0
fail	-1.2017927401699373
wear	0.0
avail	-0.021150411689724778
eye	0.1487732768486248
screen	0.0
cast	0.09738241208949479
beat	0.41210761121626055
attempt	-0.7242716701911672
fill	-0.026104332138104057
sad	-0.26088323718909856
five	0.3718334312559906
paper	-0.5140671585627219
sorri	-0.9328884559798065
histor	0.0
custom	-0.14167647783514423
lyric	0.0
contain	-0.026792435624697856
horror	0.3171939640900065
forc	-0.07745183770327135
explain	0.058220343593947
instal	0.03743853086511956
manag	0.20172583437349867
unless	-1.1784932606966025
humor	0.0
certainli	-0.10602883746320323
drive	0.177639797574946
student	0.0
effort	-0.38532203245971874
plastic	-0.09332099259185539
kindl	-0.30384425878134574
tape	-0.19415049188278882
strong	0.5510272522386965
card	0.0
suck	-1.127326952410063
group	0.0
cup	0.0
clean	0.0
practic	0.21382729586041208
caus	-0.08524679519679482
produc	-0.4616239493857708
artist	-0.23796286882246614
earli	0.24009940007574637
adult	0.0
confus	-0.5234284958292856
charg	-0.203058326137645
blue	-0.1056750428433524
christian	-0.03768958089735816
comfort	0.2789413873436261
mix	0.0
low	-0.0802292448531076
date	-0.2732528828697173
larg	0.0
pass	-0.18623430116948406
art	0.0
emot	0.0
wors	-1.5271842974840855
sleep	0.09454737375668822
dog	0.012685624084635127
insid	0.026377677673428513
major	-0.042700830895859763
longer	-0.0817236598270921
previou	0.0
husband	0.2087543066397086
annoy	-0.8207660685473809
mysteri	0.0
skip	-1.0289890555275962
white	0.11666526309570939
magic	0.0
danc	0.09964191053884251
perhap	-0.47825908464143624
futur	0.3007883538081319
lord	-0.15366560417067046
ring	0.16237639950721988
subject	0.0534763298336903
result	0.0
fight	0.15893612018068062
control	0.15079038490041358
content	-0.18349448417802317
comedi	0.0
natur	0.24717641121838696
requir	0.0
leak	-0.21412109982671687
modern	0.0
allow	0.074707501742905
stick	-0.5688354146851975
oh	-0.03167158640678817
quickli	0.07333068676107377
exactli	0.6210490732596201
addit	0.022561246970467987
theyr	-0.026751321038489914
librari	0.0
lead	0.0
pain	-0.07186425258168903
hair	-0.06747376966866397
cabl	0.02935360014784686
test	0.20998706244970936
notic	0.0
bother	-0.7146495320081293
tast	-0.23518725977112367
moment	-0.10451707937664799
radio	-0.09503925771573012
soon	0.19970747882513593
sent	-0.22596464098826938
air	0.13218406751359804
deserv	0.0
camera	-0.19111377748435618
send	-0.45803083775147446
wife	0.1944200937393807
mother	0.0
ann	-0.23888690907167207
adapt	0.0371235763675887
studi	0.0
model	0.0
plu	0.0
grow	0.3671764823058889
plan	0.24983403782326485
room	0.11158754213656816
poorli	-2.027815716783146
inspir	0.6236506311102433
teach	0.0
role	0.0
older	0.0
death	0.4088345315802033
decent	-0.18411701086073048
wrote	-0.2961286562279896
sell	-0.688362318067437
countri	0.17778125552775897
knew	0.0
insight	0.0
illustr	0.0
15	0.0
space	0.0
attent	0.12214140716851891
30	0.0932251990354556
hobbit	0.358056840177146
parent	0.0
third	-0.2280668570046876
ad	0.0
theme	0.0
master	0.2056152897498868
throughout	0.0
taken	-0.07647871913024891
messag	0.0
research	-0.03303991281987518
bibl	0.5480724692012435
expens	0.0
mine	-0.17544256831667113
pack	0.2756089227190449
season	0.33144239034028816
event	0.16906638978516356
period	0.0
form	0.21043840619978538
walk	0.0
busi	0.025711829218423396
warn	-0.5819163051802693
appreci	0.5779004834741619
posit	-0.0005379132045427512
brother	0.046745242147604386
anyway	0.14350547045432618
rent	-0.4321070658075044
handl	0.0
choic	0.02991826806052248
format	-0.08215250433500795
heavi	0.057464468325327644
instruct	0.0
concept	-0.2716981369663017
stone	-0.320651044899223
twist	0.37427128408244015
known	0.0
shoe	0.35593086339391683
seller	0.0
pull	0.0
episod	0.0
memori	0.08034441276326056
program	-0.050813712113064284
spent	-0.48668992667664873
predict	-0.20003869895195286
mistak	-0.27547772098411577
guid	0.2581196875328669
section	0.0
sort	-0.0550752418183197
dead	0.0
condit	0.45046046560240127
scienc	-0.027956098531019217
middl	-0.11569366332258159
softwar	-0.05181135932699094
quick	0.4226074901297379
paid	-0.18479065368629333
audio	-0.2976509785280381
due	0.0
garbag	-0.25862653534058044
weak	-0.3902186577052611
junk	-0.9986840116716537
standard	0.11070139309345
relat	0.05770596801518905
apart	-0.205210325136243
answer	0.0
bottom	-0.06387385613574445
100	-0.2084296679070676
printer	-0.026617288532680937
dream	0.12885321781871653
wow	0.46868569179700664
polit	0.0
avoid	-0.693533922552675
similar	0.2848468488232776
advertis	-0.12270196451913981
forget	0.0007378693071006187
okay	-0.6985675699674184
arent	0.0
vocal	0.08509372258165693
romanc	0.0
truth	0.3005101823038946
speak	0.0
none	-0.6918668417169975
dull	-1.2090794594289749
travel	0.2597466643996165
bed	-0.17160716264991074
script	-0.5650082778042967
broke	-0.713361169281688
cook	0.0
sequel	0.0
ball	0.0108582691490774
search	0.0
area	0.12544340478108504
tivo	0.6064179676934152
deliv	0.11770794805871038
father	0.34697407948003806
warm	0.2714988496797679
amount	-0.1945277829747454
scari	-0.04258890753481727
masterpiec	0.6535933454082737
chanc	0.0
late	0.07742544469582614
meet	-0.014281339244479925
alon	0.4363342825600242
volum	0.0
behind	0.0
seriou	0.0
normal	-0.48641486624762026
relationship	0.017488462191331256
clearli	0.0
burn	-0.17052079633938083
fire	0.0
gone	-0.23312043719600012
brilliant	0.5588879458936249
sex	0.0
soul	0.2706686165282943
market	0.0
fli	0.0
critic	0.4861780613300301
local	0.0
error	-1.0188688918322892
carri	0.0
advic	-0.22661341564461565
literatur	0.0
batman	0.4402781423838437
twice	0.0
hero	-0.15438233412266322
troubl	0.12105304260154441
remind	0.0
otherwis	-0.12390316106703665
imag	-0.004272687574349911
roll	-0.25190278675320005
tune	0.0
director	-0.02751083548929366
youv	0.018138742453627937
beyond	0.0
improv	0.2722942228746148
societi	0.0
joke	-1.1246502158426401
ms	0.0
translat	0.15431488615406244
cute	0.0
guitar	0.045387369683816084
alot	0.08007850751947058
lose	-0.1121708935863808
doubt	0.0
admit	-0.08694066633387836
singer	-0.1765876926333977
crap	-1.0629562734319487
bluray	0.08340092221083403
nearli	-0.1103877823917712
correct	-0.016180206192743754
metal	0.0
window	0.03835163713416045
obvious	-0.6265934276586566
fascin	0.506516295810747
current	0.15154899191169535
hook	0.26733119134271066
tire	0.0
build	0.16480891065402092
involv	0.29070225472906036
super	0.11047329031685144
claim	-0.8007283264919106
plug	0.168364706346141
rip	-0.44637448854893724
bare	-1.0130004680013778
america	0.22658050411762828
mostli	-0.24567716839324086
somewhat	-0.12221920609010883
success	0.02141842052124303
themselv	-0.32781381939473764
frustrat	-0.6020984203109158
discov	0.0
ear	-0.20872315031467306
pure	0.047518671142789175
throw	-0.5470945887399332
deep	0.18070935479153236
remov	0.023543432964435358
solid	1.286081591018267
unlik	0.0
skin	0.0
satisfi	0.6209988853843577
50	-0.015326825828737553
bodi	0.0
centuri	0.31060441067180167
creativ	-0.13417608357090569
battl	0.0
faith	0.0
comment	0.0
suspens	0.10528419091993692
fell	0.0
becam	-0.14758848090382326
de	0.12536584462863518
train	0.0
offic	0.13706638917654385
eragon	0.0
flat	-0.8977033295251018
weight	0.0
graphic	-0.3069806386642643
upon	0.0
trip	0.2260617483592173
straight	0.0
shame	-0.7206673834519155
photo	0.0
perfectli	1.123291058270597
thin	0.0
plain	-0.1174900659687238
cat	-0.024042948156166092
grade	0.0
cultur	0.0
shot	0.0017026803347077715
evil	-0.016378315954541634
dialogu	-0.22191769339375558
michael	0.0
blade	-0.14547398337024722
step	0.0
teacher	-0.056319165064262745
mark	-0.05651367768881608
uniqu	1.0238858671963098
trash	-1.0531705237655082
citi	0.0
vh	-0.17852647365567276
bewar	-0.6163712212063666
tool	0.0
useless	-1.3657324383210392
genr	0.0
depth	0.0
background	0.002252146995804979
switch	0.0
red	0.0
georg	0.0
edg	0.2861200846033321
sweet	0.4701982965715233
sister	0.0
despit	0.0
process	0.19888656703707522
button	-0.10078378781692202
front	0.0
particular	0.08307795792543562
devic	-0.14363505914929103
storylin	-0.006978423654311361
cri	0.08766106018162712
hell	-0.1089512361216195
averag	-0.46880182348544436
respect	-0.44099771136328236
bag	0.0
onlin	0.12337900421484668
transfer	0.0933779132818137
french	-0.0571571238312755
smell	-0.02150593711288048
portray	0.3078507653575762
combin	0.2765371203645214
rang	0.15934014924054715
project	0.004153192041826098
green	-0.05674995137362899
accur	0.0
fix	-0.28846305543430484
rare	0.0499448394317521
select	0.0
imposs	-0.5081958135836826
immedi	0.0
broken	-0.6468137238666462
colleg	0.0
push	0.0
toward	0.005420548029970863
across	0.1854994020771439
rice	0.047406388079377956
account	0.0
introduct	0.17178421239359587
mess	-0.9396966594860434
earth	0.0
topic	0.0
univers	0.0
measur	0.0
ridicul	-1.341455901665163
prefer	0.0
comic	0.16899597684315015
stuck	-0.7356715852135284
certain	0.0
bunch	-0.3903279638158582
defin	0.11506115494673233
typic	0.026044259346918733
limit	0.0
option	0.0
tolkien	0.0
journey	0.4251457220604148
keurig	0.0
la	0.0
concert	0.004600986887090324
contact	-0.4312502340743983
hollywood	-0.4647598918315319
soundtrack	-0.056135011083333644
serious	-0.6560164254208302
share	0.18758592638841076
exist	0.0
treat	0.0
delight	0.38605076685528106
morn	0.0
near	-0.3293225081367249
credit	0.0
digit	0.0
captur	0.9100128057039364
mom	0.1898127171815329
lover	0.16281203460495997
loud	-0.0058673390978306525
refund	-1.7935590421420238
self	-0.11776390693672277
dissapoint	-0.9681753120542652
forev	0.0
struggl	0.0
prove	0.09132064013729593
knowledg	0.27107073135860177
sourc	-0.23949447149754544
ruin	-0.592061417731154
public	0.0
charm	0.48938466309198303
town	0.06093846059251841
abil	0.2214335774953581
whether	0.0
jam	-0.2701106291687808
repeat	-0.031149728515932496
teenag	0.015631834306597082
lesson	0.41581548226887155
drop	0.0
jazz	0.08618193631989914
aspect	0.10073585705545719
jump	-0.04540992993257565
summer	0.17547350991763094
flick	0.025852936777233004
murder	0.0
brought	0.26987634729952326
regular	0.0
shock	-0.41057546938155387
secret	0.053897825975250835
complaint	0.8569788495752547
challeng	0.0
halloween	0.0
pair	0.0
soni	0.0
ten	-0.16673655102637072
